Fuente de Financiación,Situación de Fondos,Recursos´Presupuestales,Codigo Sector,Nombre Sector,Codigo Entidad,Nombre Entidad,Código Nivel Uno Rubro,Nombre Nivel Uno Rubro,Código Nivel Dos Rubro,Nombre Niel Dos Rubro,Código Nivel Tres Rubro,Nombre Nivel Tres Rubro,Código Cuarto Nivel Rubro,Nombre Cuarto Nivel Rubro,Código Quinto Nivel Rubro,Nombre Quinto Nivel Rubro,Apropiación Vigente,Compromisos,Obligaciones,Pagos
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,050,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - PENSIONES INURBE (DE PENSIONES),484972000,366572,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,051,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - PENSIONES EXFUNCIONARIOS ISS (DE PENSIONES),630030400000,463949263,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,052,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - PENSIONES COMPAÑÍA DE FOMENTO CINEMATOGRÁFICO - FOCINE (DE PENSIONES),281058000,130918,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,054,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - CAJA DE PREVISIÓN SOCIAL DE COMUNICACIONES - CAPRECOM (DE PENSIONES),30796293000,13798818,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,055,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - ADMINISTRACIÓN POSTAL NACIONAL - ADPOSTAL (DE PENSIONES),137514399000,77975106,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,057,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES (DE PENSIONES),17325300000,11468467,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,058,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL -  EMPRESA NACIONAL DE COMUNICACIONES - TELECOM (DE PENSIONES),1154227910000,358481255,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,066,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES INAT (DE PENSIONES),1773313000,2277983,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,067,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - ZONAS FRANCAS (DE PENSIONES),2465970000,2461269,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,068,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - CORPORACIÓN FINANCIERA DEL TRANSPORTE (LEY 51/90) (DE PENSIONES),7359306000,2277983,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,069,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - CORPORACIÓN NACIONAL DEL TURISMO (DE PENSIONES),5098642000,1361553,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,071,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - INEA (DE PENSIONES),1037941000,497491,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,072,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - INTRA (DE PENSIONES),693980000,1335370,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,073,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - INVIAS (DE PENSIONES),4001646000,1283002,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,074,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - PENSIONES POSITIVA S.A. (ARTICULO 80 LEY 1753 DE 2015 PLAN NACIONAL DE DESARROLLO Y DECRETO 1437 DE 2015) (DE PENSIONES),453638479000,25489318301,24917335026,24917335026
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,075,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - CORPORACIÓN ELÉCTRICA DE LA COSTA ATLÁNTICA S.A E.S.P CORELCA S.A E.S.P (DE PENSIONES),116436000,78551,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,076,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - MESADAS PENSIONALES - PROMOTORA DE VACACIONES Y RECREACIÓN SOCIAL - PROSOCIAL - LIQUIDADA (DE PENSIONES),746632000,4209504,2664665,2664665
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,079,MESADAS PENSIONALES DE LAS EMPRESAS DE OBRAS SANITARIAS EMPOS (DE PENSIONES),53113000000,0,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,088,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL – MINISTERIO DE OBRAS PÚBLICAS Y TRANSPORTE (DE PENSIONES),3791523000,5158192,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,090,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL - ÁLCALIS DE COLOMBIA LIMITADA (DE PENSIONES),56489661000,44747970,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,092,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL -  INSTITUTO NACIONAL DE LOS RECURSOS NATURALES RENOVABLES Y DEL AMBIENTE - INDERENA (DE PENSIONES),22255275000,18747541,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,02,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,093,FONDO DE PENSIONES PÚBLICAS DEL NIVEL NACIONAL -  INSTITUTO DE MERCADEO AGROPECUARIO – IDEMA (DE PENSIONES,52186488000,59096647,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,03,PRESTACIONES SOCIALES ASUMIDAS POR EL GOBIERNO,005,OTROS RECURSOS PARA SEGURIDAD SOCIAL,274069944000,0,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,04,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,03,PRESTACIONES SOCIALES ASUMIDAS POR EL GOBIERNO,011,PRESTACIÓN HUMANITARIA PERIÓDICA ARTÍCULO 2.2.9.5.7 DECRETO 600 DE 2017 (NO DE PENSIONES),6933922000,296628549,10497677,10497677
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,06,A INSTITUCIONES SIN ÁNIMO DE LUCRO QUE SIRVEN A LOS HOGARES,01,A INSTITUCIONES SIN ÁNIMO DE LUCRO QUE SIRVEN A LOS HOGARES,001,FORTALECIMIENTO DE LAS ASOCIACIONES Y LIGAS DE CONSUMIDORES (LEY 73 DE 1981 Y DECRETO 1320 DE 1982),735488000,735488000,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,10,SENTENCIAS Y CONCILIACIONES,CD,SENTENCIAS Y CONCILIACIONES,CD,SENTENCIAS Y CONCILIACIONES,9205306141,0,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,03,TRANSFERENCIAS CORRIENTES,11,A EMPRESAS DIFERENTES DE SUBVENCIONES,08,OTRAS ACTIVIDADES DE SERVICIOS,002,APOYO PARA EL FOMENTO AL EMPLEO,231977102000,0,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,A,FUNCIONAMIENTO,08,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",01,IMPUESTOS,CD,IMPUESTOS,CD,IMPUESTOS,389457000,0,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,C,INVERSION,3601,PROTECCIÓN SOCIAL,1300,INTERSUBSECTORIAL TRABAJO Y BIENESTAR SOCIAL,12,DESARROLLO E IMPLEMENTACIÓN DE ESTRATEGIAS PARA EL FORTALECIMIENTO Y AMPLIACIÓN DE LA COBERTURA DEL SISTEMA DE PROTECCIÓN A LA VEJEZ  NACIONAL,20101C,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / C. PROTECCIÓN ECONÓMICA EN LA VEJEZ Y ENVEJECIMIENTO SALUDABLE,1154000000,947220000,34485466,34485466
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,C,INVERSION,3602,GENERACIÓN Y FORMALIZACIÓN DEL EMPLEO,1300,INTERSUBSECTORIAL TRABAJO Y BIENESTAR SOCIAL,11,"IMPLEMENTACIÓN DE ESTRATEGIAS DE FORMACIÓN PARA EL TRABAJO Y EMPLEABILIDAD A VÍCTIMAS DEL CONFLICTO ARMADO,  NACIONAL",20305C,"2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / C. OPORTUNIDADES DE EDUCACIÓN, FORMACIÓN, Y DE INSERCIÓN Y RECONVERSIÓN LABORAL",21266583772,20867948134,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,C,INVERSION,3602,GENERACIÓN Y FORMALIZACIÓN DEL EMPLEO,1300,INTERSUBSECTORIAL TRABAJO Y BIENESTAR SOCIAL,12,DESARROLLO DE LA RUTA DE EMPLEO Y AUTOEMPLEO A SUJETOS DE REPARACIÒN COLECTIVA A NIVEL NACIONAL   NACIONAL,20308E,"2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / E. INICIATIVAS PRODUCTIVAS, ACCESO AL FINANCIAMIENTO AMPLIO Y EDUCACIÓN FINANCIERA",12185639447,2950853471,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,C,INVERSION,3602,GENERACIÓN Y FORMALIZACIÓN DEL EMPLEO,1300,INTERSUBSECTORIAL TRABAJO Y BIENESTAR SOCIAL,13,APOYO A LAS INICIATIVAS DE EMPRENDIMIENTO Y EMPRESARISMO FORMAL DE LAS VÍCTIMAS DEL CONFLICTO ARMADO  NACIONAL,20308E,"2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / E. INICIATIVAS PRODUCTIVAS, ACCESO AL FINANCIAMIENTO AMPLIO Y EDUCACIÓN FINANCIERA",21102650370,1631922008,2635000,2635000
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,C,INVERSION,3602,GENERACIÓN Y FORMALIZACIÓN DEL EMPLEO,1300,INTERSUBSECTORIAL TRABAJO Y BIENESTAR SOCIAL,16,FORTALECIMIENTO TÉCNICO DEL SISTEMA DE SUBSIDIO FAMILIAR EN COLOMBIA  NACIONAL,20306A,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / A. POLÍTICA PÚBLICA DEL TRABAJO DIGNO Y DECENTE,435000000,358000000,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,C,INVERSION,3602,GENERACIÓN Y FORMALIZACIÓN DEL EMPLEO,1300,INTERSUBSECTORIAL TRABAJO Y BIENESTAR SOCIAL,17,MEJORAMIENTO DE LAS CAPACIDADES TERRITORIALES PARA EL DESARROLLO DE POLÍTICAS PÚBLICAS DE TRABAJO DIGNO Y DECENTE  NACIONAL,20306A,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / A. POLÍTICA PÚBLICA DEL TRABAJO DIGNO Y DECENTE,869000000,654290000,3700000,3700000
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,C,INVERSION,3602,GENERACIÓN Y FORMALIZACIÓN DEL EMPLEO,1300,INTERSUBSECTORIAL TRABAJO Y BIENESTAR SOCIAL,18,MEJORAMIENTO DEL ACCESO A LA FORMALIZACIÓN LABORAL Y LA PROTECCIÓN DEL EMPLEO EN EL TERRITORIO  NACIONAL,20306A,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / A. POLÍTICA PÚBLICA DEL TRABAJO DIGNO Y DECENTE,2174000000,1490080000,1320000,1320000
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,C,INVERSION,3602,GENERACIÓN Y FORMALIZACIÓN DEL EMPLEO,1300,INTERSUBSECTORIAL TRABAJO Y BIENESTAR SOCIAL,19,FORTALECIMIENTO  A LAS ESTRATEGIAS QUE PERMITAN EL ACCESO DE LA POBLACIÓN A LAS POLÍTICAS DE EMPLEO EN EL TERRITORIO NACIONAL.  NACIONAL,20306A,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / A. POLÍTICA PÚBLICA DEL TRABAJO DIGNO Y DECENTE,956000000,874459944,12551132,12551132
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,C,INVERSION,3602,GENERACIÓN Y FORMALIZACIÓN DEL EMPLEO,1300,INTERSUBSECTORIAL TRABAJO Y BIENESTAR SOCIAL,20,FORTALECIMIENTO DE LOS MECANISMOS DE APROPIACIÓN Y APROVECHAMIENTO DE LAS HERRAMIENTAS DE INFORMACIÓN DEL MERCADO DE TRABAJO   NACIONAL,20306A,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / A. POLÍTICA PÚBLICA DEL TRABAJO DIGNO Y DECENTE,1043000000,777218510,2650000,2650000
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,C,INVERSION,3603,FORMACIÓN PARA EL TRABAJO,1300,INTERSUBSECTORIAL TRABAJO Y BIENESTAR SOCIAL,4,FORTALECIMIENTO DE MECANISMOS PARA MEJORAR LA MOVILIDAD FUNCIONAL Y GEOGRÁFICA DE LOS TRABAJADORES  NACIONAL,20306A,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / A. POLÍTICA PÚBLICA DEL TRABAJO DIGNO Y DECENTE,1826000000,1504775631,24698667,24698667
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,C,INVERSION,3604,DERECHOS FUNDAMENTALES DEL TRABAJO Y FORTALECIMIENTO DEL DIÁLOGO SOCIAL,1300,INTERSUBSECTORIAL TRABAJO Y BIENESTAR SOCIAL,10,FORTALECIMIENTO DEL DIÁLOGO SOCIAL Y LA CONCERTACIÓN A NIVEL  NACIONAL,20306A,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / A. POLÍTICA PÚBLICA DEL TRABAJO DIGNO Y DECENTE,1043000000,727766827,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,C,INVERSION,3604,DERECHOS FUNDAMENTALES DEL TRABAJO Y FORTALECIMIENTO DEL DIÁLOGO SOCIAL,1300,INTERSUBSECTORIAL TRABAJO Y BIENESTAR SOCIAL,16,MEJORAMIENTO DE LA GESTIÓN PARA LA OFERTA DE COOPERACIÓN NACIONAL E INTERNACIONAL EN MATERIA LABORAL  NACIONAL,20306A,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / A. POLÍTICA PÚBLICA DEL TRABAJO DIGNO Y DECENTE,565000000,145680000,7870667,7870667
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,C,INVERSION,3604,DERECHOS FUNDAMENTALES DEL TRABAJO Y FORTALECIMIENTO DEL DIÁLOGO SOCIAL,1300,INTERSUBSECTORIAL TRABAJO Y BIENESTAR SOCIAL,17,"MODERNIZACIÓN DE LA INSPECCIÓN, VIGILANCIA Y CONTROL DEL TRABAJO Y LA SEGURIDAD SOCIAL A NIVEL  NACIONAL",20306C,"2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / C. PREVENCIÓN, INSPECCIÓN, VIGILANCIA Y CONTROL (IVC) PARA UN TRABAJO DIGNO EN TODAS LAS REGIONES",5043000000,2332418624,14698000,14698000
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,C,INVERSION,3604,DERECHOS FUNDAMENTALES DEL TRABAJO Y FORTALECIMIENTO DEL DIÁLOGO SOCIAL,1300,INTERSUBSECTORIAL TRABAJO Y BIENESTAR SOCIAL,19,FORTALECIMIENTO DE  LOS MECANISMOS PARA EL CIERRE DE BRECHAS EN EL ACCESO Y PERMANENCIA DE LAS MUJERES EN EL MUNDO DEL TRABAJO.  NACIONAL,701010,7. ACTORES DIFERENCIALES PARA EL CAMBIO / 1. MUJERES COMO MOTOR DEL DESARROLLO ECONÓMICO SOSTENIBLE Y PROTECTORAS DE LA VIDA Y DEL AMBIENTE,1391000000,769197600,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,C,INVERSION,3604,DERECHOS FUNDAMENTALES DEL TRABAJO Y FORTALECIMIENTO DEL DIÁLOGO SOCIAL,1300,INTERSUBSECTORIAL TRABAJO Y BIENESTAR SOCIAL,7,DIVULGACIÓN DE LOS DERECHOS FUNDAMENTALES DEL TRABAJO EN LA APLICACIÓN DEL TRABAJO DECENTE EN EL TERRITORIO A NIVEL  NACIONAL,20306A,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / A. POLÍTICA PÚBLICA DEL TRABAJO DIGNO Y DECENTE,2494018338,1613490000,18640000,18640000
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,C,INVERSION,3699,FORTALECIMIENTO Y APOYO A LA GESTIÓN INSTITUCIONAL DEL SECTOR TRABAJO,1300,INTERSUBSECTORIAL TRABAJO Y BIENESTAR SOCIAL,10,"FORTALECIMIENTO DE LA GESTIÓN INTEGRAL, ADMINISTRATIVA  E INSTITUCIONAL DEL MINISTERIO DEL TRABAJO A NIVEL  NACIONAL",53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,6174000000,1360818372,7293333,7293333
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,C,INVERSION,3699,FORTALECIMIENTO Y APOYO A LA GESTIÓN INSTITUCIONAL DEL SECTOR TRABAJO,1300,INTERSUBSECTORIAL TRABAJO Y BIENESTAR SOCIAL,11,FORTALECIMIENTO DE LOS INSTRUMENTOS PARA LA GESTIÓN JURÍDICA DEL MINISTERIO.  NACIONAL,53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,658000000,438700800,0,0
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,C,INVERSION,3699,FORTALECIMIENTO Y APOYO A LA GESTIÓN INSTITUCIONAL DEL SECTOR TRABAJO,1300,INTERSUBSECTORIAL TRABAJO Y BIENESTAR SOCIAL,12,GENERACIÓN  DE ESTRATEGIAS PARA EL FORTALECIMIENTO INSTITUCIONAL Y DEL SISTEMA DE GESTIÓN  NACIONAL,53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,722000000,531400000,29546667,29546667
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,C,INVERSION,3699,FORTALECIMIENTO Y APOYO A LA GESTIÓN INSTITUCIONAL DEL SECTOR TRABAJO,1300,INTERSUBSECTORIAL TRABAJO Y BIENESTAR SOCIAL,13,FORTALECIMIENTO TECNOLÓGICO DEL MINISTERIO DEL TRABAJO A NIVEL  NACIONAL,53105B,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,1739000000,911640999,21063333,21063333
Nación,CSF,RECURSOS CORRIENTES,29,TRABAJO,36-02-00,SERVICIO NACIONAL DE APRENDIZAJE (SENA),C,INVERSION,3602,GENERACIÓN Y FORMALIZACIÓN DEL EMPLEO,1300,INTERSUBSECTORIAL TRABAJO Y BIENESTAR SOCIAL,11,MEJORAMIENTO DE LAS COMPETENCIAS PARA LA EMPLEABILIDAD DE LA POBLACIÓN VÍCTIMA DEL DESPLAZAMIENTO FORZADO POR EL CONFLICTO ARMADO A NIVEL  NACIONAL,20305C,"2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / C. OPORTUNIDADES DE EDUCACIÓN, FORMACIÓN, Y DE INSERCIÓN Y RECONVERSIÓN LABORAL",93667560000,64230293627,320777861,306143948
